itemid,dateAdded,dateUpdated,name,asins,brand,categories,primaryCategories,imageURLs,manufacturer,manufacturerNumber,sourceURLs
AVqkIhkhv8e3D1O-lebZ,2017-03-06,2019-03-03,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",B01AHBBG04,Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets",Electronics,"https://www.upccodesearch.com/images/barcode/0841667105758.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620400_sa.jpg,https://www.barcodable.com/images/barcode/0841667105758.png,https://images-na.ssl-images-amazon.com/images/I/41tT2OwuMsL.jpg",Amazon,53-004763,"http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=301,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded,https://www.barcodable.com/upc/841667105758,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=199,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=232,http://www.bestbuy.com/site/products/5620400.p,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=234,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=201,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=251,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=252,http://reviews.bestbuy.com/3545/5620400/reviews.htm?format=embedded&page=193"
AVqkIh9HQMlgsOJE6fu_,2017-03-06,2019-03-03,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Blue",B01AHBDCKQ,Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,"https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5620/5620404_sa.jpg,https://images-na.ssl-images-amazon.com/images/I/41tT2OwuMsL.jpg,https://www.barcodable.com/images/barcode/0841667106373.png,https://www.upccodesearch.com/images/barcode/0841667106373.png",Amazon,53-004764,"http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=19,http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=15,http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=16,http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=17,http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=18,http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=22,http://www.bestbuy.com/site/amazon-fire-hd-8-32gb-6th-gen-2016-release-blue/5620404.p?skuId=5620404,http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=11,http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=12,http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=13,http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=14,http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=20,https://www.barcodable.com/upc/841667106373,http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=21,http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=6,http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=7,http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=4,http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=5,http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=8,http://reviews.bestbuy.com/3545/5620404/reviews.htm?format=embedded&page=9"
AVqVGZO3nnc1JgDc3jGK,2017-03-03,2019-03-03,"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers",B00VINDBJK,Amazon,"eBook Readers,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Ereaders,Kindle E-readers,E-Readers","Electronics,Media","https://images-na.ssl-images-amazon.com/images/I/514ZdtJAL5L.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5234/5234468_sa.jpg,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5234/5234468_sd.jpg,https://www.barcodable.com/images/barcode/0848719069587.png,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5234/5234468_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5234/5234468_sd.jpg",Amazon,53-003778,"http://reviews.bestbuy.com/3545/5234468/reviews.htm?format=embedded&page=9,http://reviews.bestbuy.com/3545/5234468/reviews.htm?format=embedded&page=7,http://reviews.bestbuy.com/3545/5234468/reviews.htm?format=embedded&page=6,http://reviews.bestbuy.com/3545/5234468/reviews.htm?format=embedded&page=5,http://reviews.bestbuy.com/3545/5234468/reviews.htm?format=embedded&page=4,https://www.barcodable.com/upc/848719069587,http://reviews.bestbuy.com/3545/5234468/reviews.htm?format=embedded&page=2"
AVpidLjVilAPnD_xEVpI,2016-08-01,2019-03-03,"Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","B0189XZRTI,B0189XYY0Q,B0189XZ0KY",Amazon,"eBook Readers,Fire Tablets,Electronics Features,Tablets,Amazon Tablets,College Ipads & Tablets,Electronics,Electronics Deals,College Electronics,Featured Brands,All Tablets,Computers & Tablets,Back To College,Amazon Devices,Tablets & E-Readers","Office Supplies,Electronics","https://images-na.ssl-images-amazon.com/images/I/4194YZ%2Bj0NL.jpg,https://www.barcodable.com/images/barcode/0841667101958.png,http://target.scene7.com/is/image/Target/51441641_Alt01,https://www.barcodable.com/images/barcode/0841667101743.png,https://www.barcodable.com/images/barcode/0841667101941.png",Amazon,53-004648,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xtf0,http://reviews.bestbuy.com/3545/5386601/reviews.htm?format=embedded&page=29,https://www.barcodable.com/upc/841667101941,https://www.barcodable.com/upc/841667101743,http://reviews.bestbuy.com/3545/5386601/reviews.htm?format=embedded&page=3,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=4sji9,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=4yi3iZ5zkty,https://www.upccodesearch.com/upc/841667101743,http://redsky.target.com/v1/plp/search?kwr=y&count=200&offset=2800&category=5xtg6,https://www.barcodable.com/upc/841667101958"
AVzYlGj3vKc47QAVeZRH,2017-06-24,2019-02-26,"Amazon Fire HD 8 with Alexa (8"" HD Display Tablet)",B01J94SWWU,Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,Amazon,Tablets & eBook Readers,Tablets & E-Readers",Electronics,"https://i.ebayimg.com/thumbs/images/g/j0MAAOSwBqZcGam9/s-l96.jpg,https://c1.neweggimages.com/NeweggImage/ProductImage/A6V6_131417514184915989lreK3rmFrz.jpg,https://i.ebayimg.com/images/g/-M4AAOSwqo5bhzEq/s-l64.jpg,https://images-na.ssl-images-amazon.com/images/I/51cAPzeEGPL.jpg,https://i.ebayimg.com/thumbs/images/g/fsQAAOSwhvFZKnAo/s-l96.jpg,https://i.ebayimg.com/thumbs/images/g/VAoAAOSw8mpbImYK/s-l96.jpg,https://target.scene7.com/is/image/Target/GUEST_77c0d0f4-202e-4410-a22d-622de41e94f0,https://i.ebayimg.com/thumbs/images/g/J4oAAOSwj85YNaKU/s-l200.jpg,https://i.ebayimg.com/thumbs/images/g/1VEAAOSwdPBbqqZ5/s-l96.jpg,https://i.ebayimg.com/thumbs/images/g/-ksAAOSwIqxcSHy6/s-l96.jpg,https://i.ebayimg.com/images/g/mSwAAOSwJK9bhzEr/s-l64.jpg,https://i.ebayimg.com/thumbs/images/g/HiUAAOSwvERcRegp/s-l96.jpg,https://c1.neweggimages.com/NeweggImage/ProductImage/A1CZ_1_201706221407545828.jpg,https://i.ebayimg.com/thumbs/images/g/uCEAAOSweq5auRtn/s-l96.jpg,https://i.ebayimg.com/images/g/-M4AAOSwqo5bhzEq/s-l300.jpg,https://i.ebayimg.com/thumbs/images/g/0gUAAOSwCVtbzzvy/s-l96.jpg,https://i.ebayimg.com/thumbs/images/g/FHwAAOSwWwVa6buu/s-l96.jpg,https://i.ebayimg.com/thumbs/images/g/oq0AAOSw2FdbbAKy/s-l200.jpg,https://www.barcodable.com/images/barcode/0841667123295.png,https://target.scene7.com/is/image/Target/GUEST_303512bb-bca7-4bcb-8f3f-5ffd1fee20f7,https://target.scene7.com/is/image/Target/GUEST_bc115257-5897-4cc7-acd0-160c3efe9b6b",Amazon,53-005678,"https://reviews.bestbuy.com/3545/5822969/reviews.htm%252525252525253Fformat%252525252525253Dembedded%2525252525252526page%252525252525253D207,http://reviews.bestbuy.com/3545/5822969/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D4,https://redsky.target.com/groot-domain-api/v1/reviews/52573902,http://reviews.bestbuy.com/3545/5822969/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D24,https://www.ebay.com/itm/Amazon-Kindle-Fire-HD-8-Tablet-16-GB-w-Alexa-7th-Gen-2017-Black/173503498222?hash=item28659d47ee:g:-M4AAOSwqo5bhzEq,https://www.barcodable.com/upc/841667123295,http://reviews.bestbuy.com/3545/5822969/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D12,https://www.target.com/p/amazon-fire-hd-8-with-alexa-8-hd-display-tablet/-/A-52573902,https://reviews.bestbuy.com/3545/5822969/reviews.htm%252525252525253Fformat%252525252525253Dembedded%2525252525252526page%252525252525253D43,https://reviews.bestbuy.com/3545/5822969/reviews.htm%252525252525253Fformat%252525252525253Dembedded%2525252525252526page%252525252525253D44,https://reviews.bestbuy.com/3545/5822969/reviews.htm%252525252525253Fformat%252525252525253Dembedded%2525252525252526page%252525252525253D52,https://reviews.bestbuy.com/3545/5822969/reviews.htm%252525252525253Fformat%252525252525253Dembedded%2525252525252526page%252525252525253D160,https://reviews.bestbuy.com/3545/5822969/reviews.htm%252525252525253Fformat%252525252525253Dembedded%2525252525252526page%252525252525253D64,https://reviews.bestbuy.com/3545/5822969/reviews.htm%252525252525253Fformat%252525252525253Dembedded%2525252525252526page%252525252525253D69,https://reviews.bestbuy.com/3545/5822969/reviews.htm%252525252525253Fformat%252525252525253Dembedded%2525252525252526page%252525252525253D221,https://reviews.bestbuy.com/3545/5822969/reviews.htm%252525252525253Fformat%252525252525253Dembedded%2525252525252526page%252525252525253D210,https://reviews.bestbuy.com/3545/5822969/reviews.htm%252525252525253Fformat%252525252525253Dembedded%2525252525252526page%252525252525253D143,https://reviews.bestbuy.com/3545/5822969/reviews.htm%252525252525253Fformat%252525252525253Dembedded%2525252525252526page%252525252525253D187,https://reviews.bestbuy.com/3545/5822969/reviews.htm%252525252525253Fformat%252525252525253Dembedded%2525252525252526page%252525252525253D165,https://reviews.bestbuy.com/3545/5822969/reviews.htm%252525252525253Fformat%252525252525253Dembedded%2525252525252526page%252525252525253D230,https://reviews.bestbuy.com/3545/5822969/reviews.htm%252525252525253Fformat%252525252525253Dembedded%2525252525252526page%252525252525253D296"
AVpe5Q3sLJeJML43xt5X,2015-10-16,2019-02-25,AmazonBasics Single-Door Folding Metal Dog Crate - Large (42x28x30 Inches),B00QAVO43C,AmazonBasics,"Crate Training,Crates Kennels,Pet Supplies,Why Keep Them Waiting Prime Free Two-Day Shipping,Custom Stores,Dog Supplies,Pet Products,Top Selection from AmazonPets,Cages & Crates,Crates & Kennels",Animals & Pet Supplies,"http://i.ebayimg.com/images/g/h~UAAOSwrhBZLAbw/s-l64.jpg,http://i.ebayimg.com/images/g/OWAAAOSw9OFZLAbw/s-l64.jpg,http://i.ebayimg.com/thumbs/images/g/cBwAAOSwB-1Y6w9B/s-l96.jpg,http://i.ebayimg.com/images/g/KY4AAOSw-3FZLAbw/s-l64.jpg,http://i.ebayimg.com/images/g/R4EAAOSw6B5ZdJoq/s-l64.jpg,https://images-na.ssl-images-amazon.com/images/I/51jp3wnrb7L.jpg,http://i.ebayimg.com/images/g/OWoAAOSw9OFZLAbw/s-l64.jpg,http://i.ebayimg.com/thumbs/images/g/GckAAOSwEIhZgRat/s-l96.jpg,http://i.ebayimg.com/images/g/zOEAAOSwPh5ZLAbw/s-l64.jpg,https://i.ebayimg.com/images/g/bXUAAOSwN9tZdJoP/s-l300.jpg,http://i.ebayimg.com/thumbs/images/g/6oYAAOSw0hlZEb3k/s-l96.jpg,http://i.ebayimg.com/images/g/v3YAAOSwX61ZLAbw/s-l64.jpg,https://www.barcodable.com/images/barcode/0841710109139.png,http://i.ebayimg.com/images/g/Go4AAOSwENhZdJo0/s-l64.jpg,http://i.ebayimg.com/images/g/AqUAAOSw8lpZLAbw/s-l64.jpg,http://i.ebayimg.com/thumbs/images/g/P9EAAOSw~y9ZEt9y/s-l96.jpg,http://i.ebayimg.com/images/g/iYEAAOSwfRdZLAbv/s-l64.jpg",AmazonBasics,9001-42A,"https://www.barcodable.com/upc/841710109139,http://www.ebay.com/itm/AmazonBasics-Folding-Metal-Dog-Crate-Single-Door-42-inch-New/152635011678?hash=item2389c1725e%3Ag%3AbXUAAOSwN9tZdJoP,https://www.upccodesearch.com/upc/841710109139"
AV-ETMhgYSSHbkXwpNb9,2017-11-03,2019-02-25,"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 32 GB, Wi-Fi + Free Cellular Connectivity",B06VTJWRJW,Amazon,"Featured Brands,E-Readers & Accessories,EBook Readers,Tablets,Amazon Book Reader,Electronics,Computers & Tablets,Amazon Ereaders,Kindle E-readers,Amazon Devices,Tablets & E-Readers,E-Readers","Electronics,Media","https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6106/6106902cv16d.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6106/6106902cv14d.jpg,https://images-na.ssl-images-amazon.com/images/I/51tsUqp-kML.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6106/6106902_bd.jpg,https://target.scene7.com/is/image/Target/53052037_Alt01,https://target.scene7.com/is/image/Target/53052037_Alt04,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6106/6106902_rd.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6106/6106902cv11d.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6106/6106902_sd.jpg,https://target.scene7.com/is/image/Target/53052037,https://www.barcodable.com/images/barcode/0841667188416.png",Amazon,53-006390,"https://www.barcodable.com/upc/841667188416,https://reviews.bestbuy.com/3545/6106902/reviews.htm%25253Fformat%25253Dembedded,http://redsky.target.com/v1/plp/search%253Fkwr%253Dy%2526count%253D90%2526offset%253D0%2526category%253D4sji9,http://redsky.target.com/v1/plp/search%253Fkwr%253Dy%2526count%253D90%2526offset%253D0%2526category%253D5586k,http://redsky.target.com/v1/plp/search%253Fkwr%253Dy%2526count%253D90%2526offset%253D0%2526category%253D5586kZ5xft7,http://redsky.target.com/v1/plp/search%253Fkwr%253Dy%2526count%253D90%2526offset%253D0%2526category%253D5586kZ57qp6,http://redsky.target.com/v1/plp/search%253Fkwr%253Dy%2526count%253D90%2526offset%253D0%2526category%253D5586kZvswep,http://redsky.target.com/v2/pdp/tcin/53052037%253Fexcludes%253Dtaxonomy,https://www.bestbuy.com/site/amazon-kindle-oasis-e-reader-7-high-resolution-display-300-ppi-waterproof-built-in-audible-32gb-wi-fi-free-cellular-black-and-silver/6106902.p%253FskuId%253D6106902"
AVpfTWGdLJeJML436ocu,2015-12-02,2019-02-25,AmazonBasics Double-Door Folding Metal Dog Crate - Medium (36x23x25 Inches),B00QAVNWSK,AmazonBasics,"Crate Training,Crates Kennels,Pet Supplies,Dogs,City Sniffers,Custom Stores,Dog Supplies,Top Selection from AmazonPets,Pet Products,Cages & Crates,See more AmazonBasics Double Door Folding Metal Dog Cra...",Animals & Pet Supplies,"https://www.barcodable.com/images/barcode/0841710106985.png,https://images-na.ssl-images-amazon.com/images/I/51dSD0UDNoL.jpg,https://www.upccodesearch.com/images/barcode/0841710106985.png",AmazonBasics,9001-36B,"http://www.amazon.com/AmazonBasics-Double-Door-Folding-Metal-Crate/dp/B00QAVNWSK,https://www.barcodable.com/upc/841710106985,https://www.ebay.com/urw/product-reviews/2254346895%253F_itm%253D322741990640,https://www.amazon.com/AmazonBasics-Double-Door-Folding-Metal-Crate/dp/B00QAVNWSK"
AVwjfXqqQMlgsOJE8qmm,2017-05-20,2019-02-25,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",B01J94SCAM,Amazon,"Fire Tablets,Tablets,Amazon Tablets,Computers & Tablets,Kids' Tablets",Electronics,"https://www.barcodable.com/images/barcode/0841667123172.png,https://images-na.ssl-images-amazon.com/images/I/517uiryHAKL.jpg",Amazon,53-005705,"https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D70,https://reviews.bestbuy.com/3545/5836204/reviews.htm%253Fformat%253Dembedded,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D71,https://www.barcodable.com/upc/841667123172,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D52,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D54,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D32,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D11,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D12,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D34,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D13,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D79,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D8,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D35,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D14,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D9,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D59,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D16,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D7,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D18,http://reviews.bestbuy.com/3545/5836204/reviews.htm%25253Fformat%25253Dembedded,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D4,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D2,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D3,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D80,http://reviews.bestbuy.com/3545/5836204/reviews.htm%25253Fformat%25253Dembedded%252526page%25253D8,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D61,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D83,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D62,http://reviews.bestbuy.com/3545/5836204/reviews.htm%25253Fformat%25253Dembedded%252526page%25253D6,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D40,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D63,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D85,http://reviews.bestbuy.com/3545/5836204/reviews.htm%25253Fformat%25253Dembedded%252526page%25253D3,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D44,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D67,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D68,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D24,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D46,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D47,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D48,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D49,https://reviews.bestbuy.com/3545/5836204/reviews.htm%2525253Fformat%2525253Dembedded%25252526page%2525253D28,https://www.bestbuy.com/site/products/5836204.p"
AVwjfXp4QMlgsOJE8qmk,2017-05-20,2019-02-25,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",B01J94SBEY,Amazon,"Fire Tablets,Computers/Tablets & Networking,Walmart for Business,Tablets,Amazon Tablets,Tablets & E-readers,Kids' Tablets,Electronics,Computers & Tablets,Office Electronics,Amazon,Tablets & eBook Readers",Electronics,"https://c1.neweggimages.com/NeweggImage/ProductImage/A22F_1_20180302397289271.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5836/5836203cv11d.jpg,https://images-na.ssl-images-amazon.com/images/I/51J60GKlFyL.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5836/5836203cv12d.jpg,https://www.barcodable.com/images/barcode/0841667123134.png,http://i.ebayimg.com/thumbs/images/g/UmkAAOSwRvdZaEsy/s-l96.jpg",Amazon,53-005704,"https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D19,https://redsky.target.com/groot-domain-api/v1/reviews/52573905,http://www.bestbuy.com/site/products/5836203.p,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D36,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D39,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D17,http://reviews.bestbuy.com/3545/5836203/reviews.htm%252525253Fformat%252525253Dembedded,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D11,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D55,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D54,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D57,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D50,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D53,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D52,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D69,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D28,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D27,http://reviews.bestbuy.com/3545/5836203/reviews.htm%252525253Fformat%252525253Dembedded%2525252526page%252525253D7,http://reviews.bestbuy.com/3545/5836203/reviews.htm%252525253Fformat%252525253Dembedded%2525252526page%252525253D4,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D60,https://www.barcodable.com/upc/841667123134,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D66,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D23,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D62,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D61,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D86,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D85,https://reviews.bestbuy.com/3545/5836203/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D63"
